ID,NAME,CATEGORYONE,PICTURE,CATEGORYTWO,CATEGORYTHREE,PHONE,ADDRESS,CITY,STATE,HOSPITAL,,,,,,,,,,,,,,,
id,"Rudy Haddad, M.D.",CARDIOLOGISTS,images/pic_one.jpg,,,(325) 481-2281,102 N. Magdalen,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Samia Benslimane, M.D.",CARDIOLOGISTS,images/pic_one.jpg,,,(325) 481-2281,102 N. Magdalen,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Andrew Hume, M.D.",CARDIOTHORACIC & VASCULAR SURGEONS,images/pic_one.jpg,,,(325) 481-2134,102 N. Magdalen,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Damon Kennedy, D.O.",CARDIOTHORACIC & VASCULAR SURGEONS,images/pic_one.jpg,,,(325) 245-4511,"3350 Executive Dr., Ste 100",San Angelo,TX,,,,,,,,,,,,,,,,
id,"Jason Felger, M.D.",CARDIOTHORACIC & VASCULAR SURGEONS,images/pic_one.jpg,,,(325) 481-2134,102 N. Magdalen,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Carl D. McGill, DDS",DENTAL CARE,images/pic_one.jpg,,,(325) 949-6116,2102 Pecos St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Dentures Plus,DENTAL CARE,images/pic_one.jpg,,,(325) 224-4333,3111 Southwest Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,La Esparanza Dental Clinic,DENTAL CARE,images/pic_one.jpg,,,(325) 944-8900,2033 W Beauregard Ave,San Angelo,TX,,,,,,,,,,,,,,,,
id,Laser & Cosmetic Dentistry,DENTAL CARE,images/pic_one.jpg,,,(325) 223-2373,4331 College Hills Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Patrick C. Makins, DDS",DENTAL CARE,images/pic_one.jpg,,,(325) 949-9505,3010 Green Meadow Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Ramsey Koschak, DDS",DENTAL CARE,images/pic_one.jpg,,,(325) 942-1616,3215 Greenridge Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,Diabetes & Nutrition Outpatient Services,DIETICIANS & NUTRITION,images/pic_one.jpg,,,(325) 947-6614,3501 Knickerbocker Rd.,San Angelo,TX,,,,,,,,,,,,,,,,
id,Diabetes Management Program,DIETICIANS & NUTRITION,images/pic_one.jpg,,,(325) 659-7194,2018 Pulliam,San Angelo,TX,,,,,,,,,,,,,,,,
id,Meals For The Elderly,DIETICIANS & NUTRITION,images/pic_one.jpg,MEAL DELIVERY,,(325) 655-9200,310 E Houston Harte Expy,San Angelo,TX,,,,,,,,,,,,,,,,
id,Rust Street Ministries,DIETICIANS & NUTRITION,images/pic_one.jpg,,,(325) 486-1004,803 Rust,San Angelo,TX,,,,,,,,,,,,,,,,
id,San Angelo Senior Nutrition Program,DIETICIANS & NUTRITION,images/pic_one.jpg,,,(325) 481-2798,,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Alex Minney, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2274,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Barbara Montague, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 245-4211,2142 Sunset Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Brett Nile, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 245-4141,2142 Sunset Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Chris Peterson, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 245-4191,2142 Sunset Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Cornelius (Neil) Chinn, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2274,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Derrill Stuart, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2221,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"James Melott, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2282,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"James White, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2197,4235 Southwest Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Norma Cerna, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2274,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Peter Chang, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 245-4151,2142 Sunset Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Steve Burgess, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2282,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Steven Alred, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 658-1511,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Viki Forlano, M.D.",FAMILY PRACTICE DOCTORS,images/pic_one.jpg,,,(325) 481-2197,4235 Southwest Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Brown & Brown,FINANCIAL ADVISORY & PLANNING,images/pic_one.jpg,,,(325) 223-2000,3152 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,Dreher Investments,FINANCIAL ADVISORY & PLANNING,images/pic_one.jpg,,,(325) 486-8600,517 W Twohig Ave,San Angelo,TX,,,,,,,,,,,,,,,,
id,Community Health Club Of San Angelo,FITNESS & EXERCISE,images/pic_one.jpg,,,(325) 947-2582,3336 Loop 306,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Shannon Women's Fitness Center,FITNESS & EXERCISE,images/pic_one.jpg,,,(325) 947-0590,4208 S. College Hills Blvd,San Angelo,TX,S,,,,,,,,,,,,,,,
id,YMCA,FITNESS & EXERCISE,images/pic_one.jpg,,,(325) 655-9106,353 S Randolph St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Gutierrez Funeral Chapels,FUNERAL HOMES & FUNERAL PLANNING,images/pic_one.jpg,,,(325) 658-5995,1002 N Oakes St,San Angelo,TX,,,,,,,,,,,,,,,,
id,National Memorial Planning,FUNERAL HOMES & FUNERAL PLANNING,images/pic_one.jpg,MEMORIALS & MEMORIAL PLANNING,,(325) 486-0040,4002 North Chadbourne St,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Bruce Heare, M.D.",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 245-4611,3605 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Edward Artnak, M.D.",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2214,102 N. Magdalen,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Eugene Stokes, M.D.",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2277,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Laura Chancellor, P.A.",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2277,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Robert Danbert, D.O.",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 245-4121,2142 Sunset Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Stephen Coates, M.D.",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2277,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Sue Brundrett, RN, MSN, FNP",GASTROENTEROLOGY DOCTORS,images/pic_one.jpg,,,(325) 658-1511,4450 Sunset,San Angelo,TX,,,,,,,,,,,,,,,,
id,"D’Arcie Chitwood, D.O.",GERONTOLOGY DOCTORS,images/pic_one.jpg,INTERNAL MEDICINE DOCTORS,PALLIATIVE MEDICINE DOCTORS,(325) 245-4271,3350 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,City Of San Angelo - Public Information,GOVERNMENTAL - GENERAL INFORMATION,images/pic_one.jpg,,,(325) 481-2727,72 W. College Ave,San Angelo,TX,,,,,,,,,,,,,,,,
id,Tom Green County - Administrative Services,GOVERNMENTAL - GENERAL INFORMATION,images/pic_one.jpg,,,(325) 659-6502,,San Angelo,TX,,,,,,,,,,,,,,,,
id,Texas State Representative Drew Darby,GOVERNMENTAL - REPRESENTATION,images/pic_one.jpg,,,(325) 658-7313,"36 West Beauregard, Suite 517",San Angelo,TX,,,,,,,,,,,,,,,,
id,Texas State Senator Robert L. Duncan,GOVERNMENTAL - REPRESENTATION,images/pic_one.jpg,,,(806) 762-1122,"1500 Broadway, Suite 902",Lubbock,TX,,,,,,,,,,,,,,,,
id,U.S. Representative Mike Conaway,GOVERNMENTAL - REPRESENTATION,images/pic_one.jpg,,,(325) 659-4010,"33 Twohig, Suite 307",San Angelo,TX,,,,,,,,,,,,,,,,
id,U.S. Senator John Cornyn,GOVERNMENTAL - REPRESENTATION,images/pic_one.jpg,,,(806) 472-7533,"3405 22nd St, Ste 203",Lubbock,TX,,,,,,,,,,,,,,,,
id,U.S. Senator Ted Cruz,GOVERNMENTAL - REPRESENTATION,images/pic_one.jpg,,,(512) 916-5834,"300 E. 8th., Ste 961",Austin,TX,,,,,,,,,,,,,,,,
id,211 Texas,GOVERNMENTAL - SENIORS’ RESOURCES,images/pic_one.jpg,,,211,2801 W. Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,Area Agency On Aging,GOVERNMENTAL - SENIORS’ RESOURCES,images/pic_one.jpg,INFORMATION & REFERRAL SERVICES,,(325) 223-5704,2801 W. Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Clyde Henke, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 245-4411,3501 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Genevieve Pfluger Mejia, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 245-4431,3501 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Gregory M. Dunham, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2285,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Jacob Ornelas, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2285,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Jenny Wiggins-Smith, D.O.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2285,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Kellie Turner, RN, CNM",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2270,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Kelly W. Wilson, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2285,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Laura Adams, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2270,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Lourell Sutliff, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 658-1511,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Opal Smith, RN, CNM",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2270,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Robert Meyer, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 658-1511,225 E. Beauregaurd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Rosalinda Carrizales, D.O.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 245-4461,3501 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Yvonne Novak, M.D.",GYNECOLOGY DOCTORS,images/pic_one.jpg,,,(325) 481-2197,4235 Southwest Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Baptist Home Health,HOME HEALTH - MEDICAL,images/pic_one.jpg,,,(325) 481-7540,902 - 903 North Main St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Concho Valley Home Health,HOME HEALTH - MEDICAL,images/pic_one.jpg,,,(325) 944-8916,3103 Southwest Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Girling Home Health,HOME HEALTH - MEDICAL,images/pic_one.jpg,,,(325) 949-1108,1518 W. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,Intrepid,HOME HEALTH - MEDICAL,images/pic_one.jpg,,,(325) 658-5550,3310 Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,San Angelo Home Health,HOME HEALTH - MEDICAL,images/pic_one.jpg,,,(325) 655-6600,423 S Irving St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Shannon Home Health,HOME HEALTH - MEDICAL,images/pic_one.jpg,,,(325) 659-7480,2030 Pulliam St,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Baptist Peace Of Mind,HOME HEALTH - NON-MEDICAL,images/pic_one.jpg,,,(325) 234-4983,902 North Main St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Concho Valley Private Care Services,HOME HEALTH - NON-MEDICAL,images/pic_one.jpg,,,(325) 944-8916,"3103 Southwest Blvd, Ste B",San Angelo,TX,,,,,,,,,,,,,,,,
id,TLC In Home Care,HOME HEALTH - NON-MEDICAL,images/pic_one.jpg,,,(325) 658-1307,1932 Sherwood Way,San Angelo,TX,,,,,,,,,,,,,,,,
id,Aerocare,HOME MEDICAL EQUIPMENT,images/pic_one.jpg,,,(325) 947-1983,3129 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,Medway Medical Equipment,HOME MEDICAL EQUIPMENT,images/pic_one.jpg,,,(325) 223-0231,3310 Loop 306,San Angelo,TX,,,,,,,,,,,,,,,,
id,San Angelo Home Medical,HOME MEDICAL EQUIPMENT,images/pic_one.jpg,,,(325) 949-2612,"2525 Johnson St, Ste A",San Angelo,TX,,,,,,,,,,,,,,,,
id,Baptist Hospice,HOSPICE CARE,images/pic_one.jpg,,,(325) 481-7540,902 - 903 North Main St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Gentiva Hospice,HOSPICE CARE,images/pic_one.jpg,,,(325) 481-0123,402 N. Bryant Blvd,San Angelo,TX,,,,,,,,,,,,,,,,
id,Hospice Of San Angelo,HOSPICE CARE,images/pic_one.jpg,,,(325) 658-6524,36 E. Twohig,San Angelo,TX,,,,,,,,,,,,,,,,
id,Interim,HOSPICE CARE,images/pic_one.jpg,,,(325) 944-9800,3280 Sherwood Way,San Angelo,TX,,,,,,,,,,,,,,,,
id,Community Senior Circle,HOSPITALS,images/pic_one.jpg,,,(325) 942-5500,3501 Knickerbocker Rd,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Community Surgical Center,HOSPITALS,images/pic_one.jpg,,,(325) 223-0555,3605 Executive Dr,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Robotic-Assisted Surgery Concierge,HOSPITALS,images/pic_one.jpg,,,(325) 947-6985,3501 Knickerbocker Rd,San Angelo,TX,C,,,,,,,,,,,,,,,
id,San Angelo Community Medical Center,HOSPITALS,images/pic_one.jpg,,,(325) 949-9511,3501 Knickerbocker Rd,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Shannon Medical Center,HOSPITALS,images/pic_one.jpg,,,(325) 653-6741,120 E Harris Ave,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Find a Doctor,INFORMATION & REFERRAL SERVICES,images/pic_one.jpg,,,(325) 947-DOCS (3627),,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Alan Hardwicke, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 245-4201,3350 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Carl Anderton, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2291,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Carolina Ojeda-Flores, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2284,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Chris Barnett, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2290,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Dawn Gonzalez, D.O.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2320,4141 College Hills,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Eric Wohl, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 245-4281,3350 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Fernando Alcocer-Aguilar, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2284,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"John Harvey, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 658-1511,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"John T. Granaghan Jr., M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 245-4231,3350 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Michael Jones, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2198,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Raymund Untalan, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 245-4381,3350 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Robert Morton, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 245-4181,3350 Executive Dr,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Roberta Hinshaw, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2284,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Steven McCloy, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2284,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Ty Hughston, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2291,120 E. Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,"Walter Hewell, M.D.",INTERNAL MEDICINE DOCTORS,images/pic_one.jpg,,,(325) 481-2320,4141 College Hills,San Angelo,TX,,,,,,,,,,,,,,,,
id,Angelo West Branch,LIBRARIES,images/pic_one.jpg,,,(325) 659-6436,3013 Vista Del Arroyo,San Angelo,TX,,,,,,,,,,,,,,,,
id,North Angelo Branch,LIBRARIES,images/pic_one.jpg,,,(325) 653-8412,3001 N. Chadbourne,San Angelo,TX,,,,,,,,,,,,,,,,
id,Stephens Central Library,LIBRARIES,images/pic_one.jpg,,,(325) 655-7321,33 West Beauregard,San Angelo,TX,,,,,,,,,,,,,,,,
id,Community Medical Associates,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 245-4000,2142 Sunset Dr.,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Community Medicenter Walk In Clinic,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 944-3851,5730 Sherwood Way,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Community Sleep Center,MEDICAL CLINICS,images/pic_one.jpg,,,94-SNORE,"2141 Hamilton Way, Suite 106",San Angelo,TX,C,,,,,,,,,,,,,,,
id,Community Sports Medicine,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 949-4357,3605 Executive Dr.,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Community Wound Care & Hyperbaric Services,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 947-6960,3501 Knickerbocker Rd,San Angelo,TX,C,,,,,,,,,,,,,,,
id,Heartburn Treatment Center of West Texas,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 947-6888,3501 Knickerbocker Rd,San Angelo,TX,,,,,,,,,,,,,,,,
id,La Esperanza Clinic,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 658-5339,1610 S Chadbourne St,San Angelo,TX,,,,,,,,,,,,,,,,
id,Shannon Clinic,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 658-1511,120 E. Beauregard,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Clinic - Mall Location,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 481-2197,4235 Southwest Blvd,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Clinic - Obstetrics and Gynecology,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 658-1511,225 E. Beauregaurd,San Angelo,TX,S,,,,,,,,,,,,,,,
id,Shannon Clinic North,MEDICAL CLINICS,images/pic_one.jpg,,,(325) 481-2271,2626 N. Bryant,San Angelo,TX,S,,,,,,,,,,,,,,,
